Set	Ontology	Term	Observed	Mean Expected N Genes	Enrichment	P Value	System
Altai	GWAS	Staphylococcus aureus infection	1	0.3177	3.147623544	0.273172683	immune
Altai	GWAS	Ischemic stroke (small-vessel)	1	0.3178	3.146633103	0.274272573	cardiovascular
Altai	GWAS	Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)	1	0.3217	3.108486167	0.277072293	other
Altai	GWAS	Alzheimer's disease	3	1.8312	1.638269987	0.278172183	nervous
Altai	GWAS	Metabolite levels (Pyroglutamine)	2	1.0299	1.94193611	0.279572043	metabolic
Altai	GWAS	IgG glycosylation	1	0.33	3.03030303	0.279872013	immune
Altai	GWAS	Diabetic kidney disease	3	1.8372	1.63291966	0.280171983	metabolic
Altai	GWAS	Weight	2	1.0385	1.925854598	0.281071893	skeletal
Altai	GWAS	Urate levels	2	1.0461	1.911863111	0.281171883	metabolic
Altai	GWAS	Serum metabolite concentrations in chronic kidney disease	2	1.0631	1.881290565	0.281871813	urinary
Altai	GWAS	Dentate gyrus granule cell layer volume	1	0.3349	2.98596596	0.286171383	nervous
Altai	GWAS	Homeostasis model assessment of beta-cell function (dietary factor interaction)	2	1.0594	1.887861053	0.286171383	metabolic
Altai	GWAS	Hippocampal subfield CA4 volume	1	0.3349	2.98596596	0.286171383	nervous
Altai	GWAS	Hypersomnia (HLA-DQB1*06:02 negative)	1	0.3372	2.965599051	0.289871013	behavior
Altai	GWAS	Myocardial infarction	2	1.0623	1.882707333	0.290470953	cardiovascular
Altai	GWAS	White blood cell types	1	0.3454	2.895193978	0.294370563	immune
Altai	GWAS	Tanning	1	0.3485	2.869440459	0.294870513	integumentary
Altai	GWAS	Hypothyroidism	4	2.7637	1.447335094	0.296770323	endocrine
Altai	GWAS	Gait speed in old age	2	1.0831	1.846551565	0.296970303	other
Altai	GWAS	PR interval	3	1.8931	1.58470234	0.298170183	cardiovascular
Altai	GWAS	Primary tooth development (number of teeth)	1	0.3542	2.823263693	0.298970103	skeletal
Altai	GWAS	Basal cell carcinoma	2	1.0911	1.833012556	0.299670033	integumentary
Altai	GWAS	Waist-to-hip ratio adjusted for BMI (age <50)	2	1.1089	1.803589142	0.300169983	skeletal
Altai	GWAS	Coronary heart disease	2	1.0897	1.835367532	0.300569943	cardiovascular
Altai	GWAS	Preeclampsia	1	0.3631	2.754062242	0.301369863	reproductive
Altai	GWAS	Sex hormone-binding globulin levels	1	0.3602	2.776235425	0.304069593	endocrine
Altai	GWAS	Neutrophil count	5	3.6539	1.368400887	0.305569443	lymphatic
Altai	GWAS	Primary tooth development (time to first tooth eruption)	1	0.3673	2.722570106	0.308669133	skeletal
Altai	GWAS	"Coronary artery disease (myocardial infarction, PTCA, CABG, angina or CIHD)"	3	1.9334	1.551670632	0.308769123	cardiovascular
Altai	GWAS	Lung function (FEV1/FVC)	4	2.8675	1.39494333	0.310368963	respiratory
Altai	GWAS	Psoriatic arthritis	1	0.3676	2.720348205	0.310768923	integumentary
Altai	GWAS	Obesity (early onset extreme)	2	1.1204	1.785076758	0.311168883	metabolic
Altai	GWAS	Leprosy	1	0.3786	2.64131009	0.312068793	immune
Altai	GWAS	Arthritis (juvenile idiopathic)	1	0.3718	2.689618074	0.313368663	skeletal
Altai	GWAS	Mean corpuscular volume	6	4.5913	1.306819419	0.314568543	hematologic
Altai	GWAS	Major depressive disorder (broad)	1	0.3806	2.627430373	0.315168483	behavior
Altai	GWAS	Metabolite levels	3	1.9797	1.515381118	0.315568443	metabolic
Altai	GWAS	P wave duration	1	0.3736	2.676659529	0.316868313	cardiovascular
Altai	GWAS	Response to fenofibrate (adiponectin levels)	2	1.1372	1.758705593	0.318968103	other
Altai	GWAS	Parkinson's disease	5	3.7652	1.327950706	0.319668033	nervous
Altai	GWAS	Bone mineral density (hip)	2	1.1571	1.728459079	0.320067993	skeletal
Altai	GWAS	Personality traits in bipolar disorder	1	0.389	2.570694087	0.321367863	behavior
Altai	GWAS	Magnesium levels	1	0.3902	2.562788314	0.321967803	other
Altai	GWAS	Heschl's gyrus morphology	2	1.1714	1.707358716	0.323467653	nervous
Altai	GWAS	Asthma (sex interaction)	1	0.3879	2.577984016	0.324167583	respiratory
Altai	GWAS	Polycystic ovary syndrome	2	1.1696	1.70998632	0.324467553	reproductive
Altai	GWAS	Coffee consumption	1	0.3883	2.575328354	0.324767523	behavior
Altai	GWAS	Problematic alcohol use in trauma-exposed individuals	1	0.3966	2.521432173	0.325067493	behavior
Altai	GWAS	Type 2 diabetes nephropathy including microalbuminuria	1	0.3929	2.54517689	0.326367363	metabolic
Altai	GWAS	Angiotensin-converting enzyme inhibitor intolerance	4	2.8948	1.381788034	0.326767323	other
Altai	GWAS	Logical memory (delayed recall) in mild cognitive impairment	1	0.3984	2.510040161	0.327067293	nervous
Altai	GWAS	Recurrent major depressive disorder	1	0.3968	2.52016129	0.328267173	behavior
Altai	GWAS	Freckles	1	0.3931	2.543881964	0.328967103	integumentary
Altai	GWAS	Body fat percentage	1	0.3966	2.521432173	0.329167083	metabolic
Altai	GWAS	Dental caries	3	2.0157	1.488316714	0.331366863	skeletal
Altai	GWAS	Insulin-like growth factors	1	0.4036	2.477700694	0.332466753	immune
Altai	GWAS	Non-melanoma skin cancer	1	0.4091	2.444390125	0.333266673	integumentary
Altai	GWAS	Heel bone mineral density	23	20.6734	1.112540753	0.334466553	skeletal
Altai	GWAS	Osteoarthritis	1	0.4064	2.460629921	0.334466553	skeletal
Altai	GWAS	Regular attendance at a religious group	2	1.2	1.666666667	0.334966503	behavior
Altai	GWAS	Sarcoidosis (non-Lofgren's syndrome without extrapulmonary manifestations)	1	0.4052	2.467917078	0.335066493	immune
Altai	GWAS	Self-reported risk-taking behaviour	2	1.1945	1.674340728	0.335266473	behavior
Altai	GWAS	Body mass index (age <50)	2	1.1955	1.672940192	0.336266373	metabolic
Altai	GWAS	Breast size	3	2.0735	1.446829033	0.339066093	reproductive
Altai	GWAS	Chronic central serous retinopathy	1	0.4169	2.398656752	0.340665933	nervous
Altai	GWAS	Metabolite levels (HVA/5-HIAA ratio)	1	0.4179	2.392916966	0.341265873	metabolic
Altai	GWAS	Hippocampal atrophy	2	1.2158	1.645007403	0.341565843	nervous
Altai	GWAS	Hippocampal volume	2	1.2077	1.656040407	0.341565843	nervous
Altai	GWAS	Immune response to anthrax vaccine	1	0.418	2.392344498	0.342665733	immune
Altai	GWAS	Feeling nervous	2	1.2341	1.620614213	0.347665233	behavior
Altai	GWAS	Mortality in heart failure	1	0.432	2.314814815	0.349565043	cardiovascular
Altai	GWAS	IgA nephropathy	1	0.4299	2.326122354	0.351064894	immune
Altai	GWAS	Prudent dietary pattern	2	1.2455	1.605780811	0.351064894	behavior
Altai	GWAS	Selective IgA deficiency	2	1.2474	1.603334937	0.351964804	immune
Altai	GWAS	"Parental longevity (combined parental attained age, Martingale residuals)"	1	0.4391	2.277385561	0.352864714	other
Altai	GWAS	Response to radiotherapy in cancer (late toxicity)	2	1.2386	1.614726304	0.354664534	other
Altai	GWAS	Food addiction	1	0.4377	2.284669865	0.355364464	behavior
Altai	GWAS	Colorectal cancer (diet interaction)	1	0.4453	2.245677072	0.356364364	digestive
Altai	GWAS	Response to antipsychotic treatment in schizophrenia (working memory)	1	0.444	2.252252252	0.357064294	other
Altai	GWAS	Metabolite levels (small molecules and protein measures)	1	0.445	2.247191011	0.357564244	metabolic
Altai	GWAS	Platelet distribution width	5	3.9263	1.273463566	0.357764224	hematologic
Altai	GWAS	Waist-to-hip ratio adjusted for body mass index	4	3.0107	1.328594679	0.358764124	skeletal
Altai	GWAS	Essential tremor	1	0.4442	2.251238181	0.359564044	nervous
Altai	GWAS	Red blood cell count	5	3.9547	1.264318406	0.359664034	hematologic
Altai	GWAS	Type 2 diabetes	12	10.521	1.140575991	0.361163884	metabolic
Altai	GWAS	Lean body mass	1	0.4499	2.222716159	0.361263874	skeletal muscle
Altai	GWAS	Cytomegalovirus antibody response	1	0.4518	2.213368747	0.362763724	immune
Altai	GWAS	LDL cholesterol	3	2.1515	1.394376017	0.364463554	metabolic
Altai	GWAS	Glaucoma (primary angle closure)	1	0.4527	2.208968412	0.365763424	nervous
Altai	GWAS	Sjogren's syndrome	2	1.2902	1.550147264	0.366463354	immune
Altai	GWAS	Serum folate levels	1	0.4594	2.176752286	0.366463354	other
Altai	GWAS	Lipid traits (pleiotropy) (HIPO component 1)	1	0.4642	2.15424386	0.371662834	metabolic
Altai	GWAS	Plateletcrit	5	3.9752	1.25779835	0.372262774	hematologic
Altai	GWAS	Renal function-related traits (eGRFcrea)	1	0.4692	2.131287298	0.375262474	urinary
Altai	GWAS	Depression	4	3.0867	1.295882334	0.375362464	behavior
Altai	GWAS	Memory dysfunction in frontotemporal lobe dementia	1	0.4703	2.12630236	0.375662434	nervous
Altai	GWAS	Familial lung cancer	1	0.4754	2.103491796	0.377462254	respiratory
Altai	GWAS	Asparaginase-induced acute pancreatitis in acute lymphoblastic leukemia (onset time)	1	0.4723	2.117298327	0.378962104	other
Altai	GWAS	Erosive tooth wear (severe vs non-severe)	2	1.3267	1.507499812	0.381061894	skeletal
Altai	GWAS	Hemostatic factors and hematological phenotypes	1	0.4772	2.095557418	0.381261874	hematologic
Altai	GWAS	White matter hyperintensity burden	1	0.4911	2.036245164	0.386361364	nervous
Altai	GWAS	Red vs. brown/black hair color	1	0.4897	2.042066571	0.387861214	integumentary
Altai	GWAS	Systolic blood pressure x smoking status (ever vs never) interaction (2df test)	2	1.3314	1.502178158	0.389661034	cardiovascular
Altai	GWAS	Airway imaging phenotypes	1	0.5033	1.986886549	0.390260974	respiratory
Altai	GWAS	Cutaneous squamous cell carcinoma	1	0.4938	2.025111381	0.391360864	integumentary
Altai	GWAS	Quantitative traits	2	1.3566	1.47427392	0.394160584	other
Altai	GWAS	Alzheimer's disease (survival time)	1	0.5056	1.977848101	0.395360464	nervous
Altai	GWAS	Night sleep phenotypes	14	12.6855	1.103622246	0.395460454	behavior
Altai	GWAS	Total hippocampal volume	1	0.5003	1.99880072	0.397860214	nervous
Altai	GWAS	HDL cholesterol levels	2	1.3764	1.453065969	0.400059994	metabolic
Altai	GWAS	Cerebrospinal fluid p-tau levels	1	0.5194	1.925298421	0.400059994	nervous
Altai	GWAS	Amyotrophic lateral sclerosis	2	1.3809	1.448330799	0.401559844	nervous
Altai	GWAS	Bilirubin levels	1	0.5197	1.924187031	0.402059794	digestive
Altai	GWAS	Vigorous physical activity	1	0.512	1.953125	0.402859714	behavior
Altai	GWAS	Hypertension (SNP x SNP interaction)	1	0.5148	1.942501943	0.404459554	cardiovascular
Altai	GWAS	Subcutaneous adipose tissue	3	2.2977	1.30565348	0.404659534	metabolic
Altai	GWAS	Barrett's esophagus  or Esophageal adenocarcinoma	1	0.5246	1.906214258	0.405159484	digestive
Altai	GWAS	Papillary thyroid cancer	1	0.5231	1.911680367	0.405559444	endocrine
Altai	GWAS	Differentiated thyroid cancer	1	0.5231	1.911680367	0.405559444	endocrine
Altai	GWAS	Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)	2	1.3805	1.448750453	0.408659134	cardiovascular
Altai	GWAS	Acute graft versus host disease in bone marrow transplantation (recipient effect)	1	0.528	1.893939394	0.410458954	other
Altai	GWAS	Upper eyelid morphology	1	0.5379	1.859081614	0.412958704	integumentary
Altai	GWAS	Renal cell carcinoma	1	0.5293	1.889287739	0.413858614	urinary
Altai	GWAS	Urinary albumin-to-creatinine ratio in non-diabetics	1	0.5413	1.847404397	0.414358564	metabolic
Altai	GWAS	Bone mineral density	4	3.2398	1.234644114	0.414658534	skeletal
Altai	GWAS	BMI in non-smokers	3	2.339	1.282599401	0.416658334	metabolic
Altai	GWAS	Glomerular filtration rate	3	2.3745	1.263423879	0.420457954	hematologic
Altai	GWAS	Panic disorder	1	0.551	1.814882033	0.422257774	behavior
Altai	GWAS	Monobrow thickness	1	0.5484	1.823486506	0.422757724	integumentary
Altai	GWAS	Frontotemporal dementia	1	0.5465	1.829826167	0.423457654	nervous
Altai	GWAS	Alcohol dependence symptom count	1	0.5589	1.789228842	0.425257474	behavior
Altai	GWAS	"Cholesterol, total"	2	1.4477	1.381501692	0.425257474	metabolic
Altai	GWAS	Disease progression in age-related macular degeneration	4	3.3367	1.198789223	0.425757424	nervous
Altai	GWAS	Neurofibrillary tangles	1	0.5579	1.79243592	0.428457154	nervous
Altai	GWAS	Uterine fibroid size (maximum volume)	2	1.4706	1.35998912	0.429557044	reproductive
Altai	GWAS	Age-related nuclear cataracts	1	0.5588	1.789549034	0.430156984	nervous
Altai	GWAS	Copper levels	2	1.4778	1.353363107	0.430856914	other
Altai	GWAS	Peanut allergy	1	0.5641	1.772735331	0.432256774	immune
Altai	GWAS	Glucocorticoid-induced osteonecrosis	1	0.5671	1.763357433	0.432656734	other
Altai	GWAS	Cerebral amyloid deposition (PET imaging)	1	0.5672	1.763046544	0.432856714	nervous
Altai	GWAS	Triglyceride levels	2	1.4698	1.360729351	0.434756524	metabolic
Altai	GWAS	Late-onset myasthenia gravis	1	0.5651	1.769598301	0.435056494	skeletal muscle
Altai	GWAS	Lung cancer	3	2.4067	1.246520131	0.435256474	respiratory
Altai	GWAS	Accelerated cognitive decline after conversion of MCI to Alzheimer's disease	1	0.5747	1.740038281	0.436156384	nervous
Altai	GWAS	Age at voice drop	1	0.5711	1.751006829	0.438356164	endocrine
Altai	GWAS	Free thyroxine concentration	1	0.5799	1.724435247	0.439056094	endocrine
Altai	GWAS	Glaucoma (primary open-angle)	3	2.4487	1.22513987	0.439956004	nervous
Altai	GWAS	Lung adenocarcinoma	3	2.4472	1.225890814	0.440155984	respiratory
Altai	GWAS	Loneliness (multivariate analysis)	2	1.5077	1.326523844	0.443655634	behavior
Altai	GWAS	Cutaneous malignant melanoma	1	0.5881	1.70039109	0.445655434	integumentary
Altai	GWAS	Body mass index and waist-hip ratio (pleiotropy)	1	0.5839	1.712622024	0.448455154	metabolic
Altai	GWAS	Schizophrenia	20	19.0595	1.049345471	0.449555044	behavior
Altai	GWAS	Osteoporosis-related phenotypes	1	0.616	1.623376623	0.455154485	skeletal
Altai	GWAS	Mammographic density (dense area)	1	0.6125	1.632653061	0.455254475	reproductive
Altai	GWAS	Response to platinum-based chemotherapy in non-small-cell lung cancer	1	0.6033	1.657550141	0.455354465	other
Altai	GWAS	Mean arterial pressure (alcohol consumption interaction)	1	0.6085	1.643385374	0.457354265	cardiovascular
Altai	GWAS	Irritable mood	2	1.5542	1.286835671	0.460053995	behavior
Altai	GWAS	Optic disc area	1	0.6031	1.658099818	0.460653935	nervous
Altai	GWAS	Body mass index	27	26.1471	1.032619296	0.462153785	metabolic
Altai	GWAS	Placental abruption	1	0.6194	1.614465612	0.462253775	reproductive
Altai	GWAS	Male-pattern baldness	5	4.5041	1.110099687	0.466353365	integumentary
Altai	GWAS	Bone mineral density (spine)	1	0.6265	1.596169194	0.469053095	skeletal
Altai	GWAS	Neutrophil percentage of white cells	2	1.5825	1.263823065	0.470552945	lymphatic
Altai	GWAS	Chromium levels	1	0.6418	1.558117794	0.473652635	other
Altai	GWAS	Iron status biomarkers (iron levels)	1	0.6455	1.549186677	0.474852515	other
Altai	GWAS	Docetaxel-induced peripheral neuropathy in metastatic castrate-resistant prostate cancer	1	0.6413	1.559332606	0.478052195	other
Altai	GWAS	Hematocrit	3	2.5796	1.162971003	0.480251975	hematologic
Altai	GWAS	Waist circumference adjusted for BMI in active individuals	2	1.6213	1.233577993	0.481151885	skeletal
Altai	GWAS	Waist circumference adjusted for body mass index	3	2.6093	1.149733645	0.482851715	skeletal
Altai	GWAS	Temperament (bipolar disorder)	1	0.6615	1.511715797	0.483251675	behavior
Altai	GWAS	Gut microbiota (functional units)	2	1.6228	1.232437762	0.483951605	digestive
Altai	GWAS	Blood pressure	4	3.6094	1.108217432	0.485251475	hematologic
Altai	GWAS	Pediatric autoimmune diseases	1	0.6674	1.498351813	0.485751425	immune
Altai	GWAS	Hypospadias	1	0.6638	1.506477855	0.487851215	urinary
Altai	GWAS	JT interval (sulfonylurea treatment interaction)	1	0.669	1.494768311	0.491150885	cardiovascular
Altai	GWAS	Periodontitis (PAL4Q3)	1	0.6773	1.476450613	0.492450755	immune
Altai	GWAS	Feeling guilty	1	0.6749	1.481700993	0.492650735	behavior
Altai	GWAS	Attention deficit hyperactivity disorder	4	3.6332	1.100957833	0.493350665	behavior
Altai	GWAS	Early-onset Parkinson's disease	1	0.6715	1.489203276	0.494450555	nervous
Altai	GWAS	Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)	2	1.6427	1.217507762	0.494650535	cardiovascular
Altai	GWAS	Melanoma	2	1.6628	1.202790474	0.499250075	integumentary
Altai	GWAS	Immunoglobulin A	1	0.6934	1.442169022	0.500349965	immune
Altai	GWAS	Itch intensity from mosquito bite	2	1.6877	1.185044735	0.501049895	immune
Altai	GWAS	Waist-hip ratio	3	2.6879	1.116112951	0.501249875	skeletal
Altai	GWAS	Psoriasis vulgaris	1	0.701	1.426533524	0.502149785	integumentary
Altai	GWAS	Breast milk fatty acid composition (infant genotype effect)	1	0.7053	1.417836382	0.505849415	reproductive
Altai	GWAS	Dimensional psychopathology (Positive)	1	0.7081	1.412229911	0.506749325	behavior
Altai	GWAS	Eyebrow thickness	1	0.7088	1.410835214	0.508549145	integumentary
Altai	GWAS	Regular attendance at a gym or sports club	1	0.7195	1.389854065	0.510348965	behavior
Altai	GWAS	Low tan response	1	0.7208	1.387347392	0.512148785	integumentary
Altai	GWAS	LDL peak particle diameter (total fat intake interaction)	1	0.7117	1.405086413	0.514248575	metabolic
Altai	GWAS	Hand grip strength	5	4.7631	1.049736516	0.514948505	skeletal muscle
Altai	GWAS	Social communication problems	1	0.7216	1.385809313	0.516048395	behavior
Altai	GWAS	Eye morphology	1	0.7213	1.386385692	0.516948305	nervous
Altai	GWAS	Zinc levels	1	0.7261	1.377220768	0.518248175	other
Altai	GWAS	Palmitic acid (16:0) levels	1	0.7245	1.38026225	0.518348165	other
Altai	GWAS	Thrombin-activatable fibrinolysis inhibitor activation peptide	1	0.7404	1.350621286	0.518448155	hematologic
Altai	GWAS	Obstructive sleep apnea trait (average respiratory event duration)	1	0.727	1.375515818	0.519848015	other
Altai	GWAS	Hodgkin's lymphoma	1	0.7444	1.343363783	0.522647735	lymphatic
Altai	GWAS	Height	10	9.8921	1.010907694	0.524647535	skeletal
Altai	GWAS	Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)	1	0.7463	1.339943722	0.524947505	cardiovascular
Altai	GWAS	White blood cell count (basophil)	2	1.7492	1.143379831	0.525247475	immune
Altai	GWAS	Breast milk fatty acid composition (maternal genotype effect)	1	0.7481	1.33671969	0.526847315	reproductive
Altai	GWAS	Worry too long after an embarrassing experience	1	0.7474	1.337971635	0.528147185	behavior
Altai	GWAS	Itch intensity from mosquito bite adjusted by bite size	5	4.8463	1.031714917	0.531746825	immune
Altai	GWAS	Adverse response to chemotherapy in breast cancer (alopecia) (paclitaxel)	1	0.7666	1.304461258	0.532346765	other
Altai	GWAS	Diabetic retinopathy	1	0.7787	1.284191601	0.538846115	metabolic
Altai	GWAS	Partial epilepsies	1	0.7728	1.293995859	0.538946105	nervous
Altai	GWAS	Breast cancer (estrogen-receptor negative)	1	0.7833	1.27665007	0.539746025	reproductive
Altai	GWAS	Dimensional psychopathology (Arousal)	1	0.781	1.280409731	0.539846015	behavior
Altai	GWAS	Regular attendance at a pub or social club	1	0.7785	1.284521516	0.540545945	behavior
Altai	GWAS	Response to platinum-based neoadjuvant chemotherapy in cervical cancer	1	0.7864	1.271617497	0.541345865	other
Altai	GWAS	Cerebrospinal fluid beta-site APP cleaving enzyme levels	1	0.7872	1.270325203	0.545745425	nervous
Altai	GWAS	Sleep duration	2	1.821	1.098297639	0.546445355	behavior
Altai	GWAS	Plasma amyloid beta peptide concentrations (ABx-40)	1	0.7817	1.279263144	0.546745325	nervous
Altai	GWAS	Dimensional psychopathology (Cognitive)	1	0.7848	1.27420999	0.546945305	behavior
Altai	GWAS	Chronic inflammatory diseases (pleiotropy)	3	2.8742	1.043768701	0.547245275	immune
